LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1766633921.806450,59677.000,7633,3,GZ,1,100,-1.984
1766633921.846447,59717.000,7633,3,GZ,1,100,-0.610
1766633921.886443,59757.000,7656,3,GZ,1,100,-1.190
1766633921.926440,59797.000,7656,3,GZ,1,100,-3.113
1766633921.966437,59837.000,7656,3,GZ,1,100,-6.348
1766633922.002101,59872.667,7672,3,GZ,1,100,-9.796
1766633922.037764,59908.333,7672,3,GZ,1,100,-10.651
1766633922.073428,59944.000,7672,3,GZ,1,100,-8.270
1766633922.112925,59983.500,7689,2,GZ,1,100,-3.113
1766633922.152422,60023.000,7689,2,GZ,1,100,0.854
1766633922.192419,60063.000,7704,3,GZ,1,100,6.958
1766633922.232415,60103.000,7704,3,GZ,1,100,11.230
1766633922.272412,60143.000,7704,3,GZ,1,100,13.855
1766633922.312409,60183.000,7721,2,GZ,1,100,33.844
1766633922.352406,60223.000,7721,2,GZ,1,100,82.092
1766633922.392402,60263.000,7737,3,GZ,1,100,94.604
1766633922.432399,60303.000,7737,3,GZ,1,100,63.629
1766633922.472396,60343.000,7737,3,GZ,1,100,29.327
1766633922.512393,60383.000,7755,2,GZ,1,100,-34.882
1766633922.552389,60423.000,7755,2,GZ,1,100,-178.436
1766633922.592386,60463.000,7770,3,GZ,1,100,-365.662
1766633922.632383,60503.000,7770,3,GZ,1,100,-450.226
1766633922.672380,60543.000,7770,3,GZ,1,100,-323.517
1766633922.712377,60583.000,7788,2,GZ,1,100,-266.602
1766633922.752373,60623.000,7788,2,GZ,1,100,-306.488
1766633922.788370,60659.000,7805,3,GZ,1,100,-118.652
1766633922.824368,60695.000,7805,3,GZ,1,100,55.573
1766633922.860365,60731.000,7805,3,GZ,1,100,165.070
1766633922.900361,60771.000,7822,3,GZ,1,100,281.464
1766633922.940358,60811.000,7822,3,GZ,1,100,375.732
1766633922.980355,60851.000,7822,3,GZ,1,100,374.908
1766633923.020352,60891.000,7838,2,GZ,1,100,383.362
1766633923.060349,60931.000,7838,2,GZ,1,100,467.621
1766633923.100345,60971.000,7853,3,GZ,1,100,407.745
1766633923.140342,61011.000,7853,3,GZ,1,100,238.190
1766633923.180339,61051.000,7853,3,GZ,1,100,55.634
1766633923.220335,61091.000,7870,2,GZ,1,100,-111.053
1766633923.260332,61131.000,7870,2,GZ,1,100,-332.275
1766633923.300329,61171.000,7887,3,GZ,1,100,-473.328
1766633923.340326,61211.000,7887,3,GZ,1,100,-576.111
1766633923.380322,61251.000,7887,3,GZ,1,100,-539.734
1766633923.420319,61291.000,7903,2,GZ,1,100,-337.524
1766633923.460316,61331.000,7903,2,GZ,1,100,-39.856
1766633923.500313,61371.000,7919,3,GZ,1,100,125.580
1766633923.540310,61411.000,7919,3,GZ,1,100,247.192
1766633923.580306,61451.000,7919,3,GZ,1,100,386.810
1766633923.620303,61491.000,7937,3,GZ,1,100,539.795
1766633923.660300,61531.000,7937,3,GZ,1,100,553.711
1766633923.700297,61571.000,7937,3,GZ,1,100,477.722
1766633923.733294,61604.000,7954,2,GZ,1,100,349.731
1766633923.766291,61637.000,7954,2,GZ,1,100,162.262
1766633923.806288,61677.000,7971,3,GZ,1,100,-8.118
1766633923.846285,61717.000,7971,3,GZ,1,100,-266.327
1766633923.886281,61757.000,7971,3,GZ,1,100,-499.420
1766633923.926278,61797.000,7988,2,GZ,1,100,-629.486
1766633923.966275,61837.000,7988,2,GZ,1,100,-652.313
1766633924.006272,61877.000,8004,3,GZ,1,100,-338.013
1766633924.046269,61917.000,8004,3,GZ,1,100,245.819
1766633924.086265,61957.000,8004,3,GZ,1,100,373.199
1766633924.126262,61997.000,8021,3,GZ,1,100,409.241
1766633924.166259,62037.000,8021,3,GZ,1,100,258.636
1766633924.206256,62077.000,8021,3,GZ,1,100,24.109
1766633924.246253,62117.000,8038,2,GZ,1,100,-138.123
1766633924.286249,62157.000,8038,2,GZ,1,100,-344.482
1766633924.326246,62197.000,8053,3,GZ,1,100,-585.419
1766633924.366243,62237.000,8053,3,GZ,1,100,-415.100
1766633924.406240,62277.000,8053,3,GZ,1,100,296.661
1766633924.446236,62317.000,8069,2,GZ,1,100,468.323
1766633924.486233,62357.000,8069,2,GZ,1,100,447.083
1766633924.521897,62392.667,8089,3,GZ,1,100,430.511
1766633924.557561,62428.333,8089,3,GZ,1,100,195.892
1766633924.593225,62464.000,8089,3,GZ,1,100,-117.584
1766633924.633221,62504.000,8106,3,GZ,1,100,-422.546
1766633924.673218,62544.000,8106,3,GZ,1,100,-460.907
1766633924.713215,62584.000,8106,3,GZ,1,100,64.545
1766633924.753211,62624.000,8122,2,GZ,1,100,400.116
1766633924.793208,62664.000,8122,2,GZ,1,100,330.322
1766633924.833205,62704.000,8140,3,GZ,1,100,295.593
1766633924.873202,62744.000,8140,3,GZ,1,100,125.458
1766633924.913198,62784.000,8140,3,GZ,1,100,-176.849
1766633924.953195,62824.000,8157,2,GZ,1,100,-396.210
1766633924.993192,62864.000,8157,2,GZ,1,100,-439.606
1766633925.033189,62904.000,8173,3,GZ,1,100,-54.382
1766633925.073186,62944.000,8173,3,GZ,1,100,247.650
1766633925.113182,62984.000,8173,3,GZ,1,100,192.810
1766633925.153179,63024.000,8193,2,GZ,1,100,372.437
1766633925.193176,63064.000,8193,2,GZ,1,100,367.371
1766633925.233173,63104.000,8207,3,GZ,1,100,62.592
1766633925.273170,63144.000,8207,3,GZ,1,100,-304.169
1766633925.313166,63184.000,8207,3,GZ,1,100,-358.673
1766633925.348497,63219.333,8224,3,GZ,1,100,-107.574
1766633925.383827,63254.667,8224,3,GZ,1,100,242.462
1766633925.419158,63290.000,8224,3,GZ,1,100,393.860
1766633925.459154,63330.000,8242,2,GZ,1,100,358.978
1766633925.499151,63370.000,8242,2,GZ,1,100,-59.296
1766633925.539148,63410.000,8260,3,GZ,1,100,-416.748
1766633925.579145,63450.000,8260,3,GZ,1,100,-357.239
1766633925.619142,63490.000,8260,3,GZ,1,100,-139.954
1766633925.659138,63530.000,8274,2,GZ,1,100,153.320
1766633925.699135,63570.000,8274,2,GZ,1,100,324.493
1766633925.739132,63610.000,8293,3,GZ,1,100,213.379
1766633925.779129,63650.000,8293,3,GZ,1,100,8.789
1766633925.819125,63690.000,8293,3,GZ,1,100,-309.906
1766633925.859122,63730.000,8310,2,GZ,1,100,-332.367
1766633925.899119,63770.000,8310,2,GZ,1,100,-163.513
1766633925.939116,63810.000,8327,3,GZ,1,100,80.963
1766633925.979112,63850.000,8327,3,GZ,1,100,318.451
1766633926.019109,63890.000,8327,3,GZ,1,100,326.935
1766633926.059106,63930.000,8343,2,GZ,1,100,97.870
1766633926.099103,63970.000,8343,2,GZ,1,100,-97.534
1766633926.134433,64005.333,8363,3,GZ,1,100,-396.606
1766633926.169764,64040.667,8363,3,GZ,1,100,-496.307
1766633926.205094,64076.000,8363,3,GZ,1,100,-282.562
1766633926.245091,64116.000,8379,3,GZ,1,100,223.083
1766633926.285088,64156.000,8379,3,GZ,1,100,338.043
1766633926.325084,64196.000,8379,3,GZ,1,100,20.172
1766633926.365081,64236.000,8396,2,GZ,1,100,-91.431
1766633926.405078,64276.000,8396,2,GZ,1,100,-125.916
1766633926.445075,64316.000,8412,3,GZ,1,100,-18.677
1766633926.485071,64356.000,8412,3,GZ,1,100,117.828
1766633926.525068,64396.000,8412,3,GZ,1,100,71.045
1766633926.565065,64436.000,8432,2,GZ,1,100,37.231
1766633926.605062,64476.000,8432,2,GZ,1,100,26.855
1766633926.645059,64516.000,8448,3,GZ,1,100,11.871
1766633926.685055,64556.000,8448,3,GZ,1,100,12.146
1766633926.725052,64596.000,8448,3,GZ,1,100,8.453
1766633926.765049,64636.000,8465,3,GZ,1,100,-5.310
1766633926.805046,64676.000,8465,3,GZ,1,100,-1.129
1766633926.845042,64716.000,8465,3,GZ,1,100,-1.617
1766633926.885039,64756.000,8481,2,GZ,1,100,-5.402
1766633926.925036,64796.000,8481,2,GZ,1,100,-1.587
1766633926.961033,64832.000,8497,3,GZ,1,100,-2.625
1766633926.997030,64868.000,8497,3,GZ,1,100,-6.012
1766633927.033027,64904.000,8497,3,GZ,1,100,6.042
1766633927.073024,64944.000,8518,3,GZ,1,100,6.439
1766633927.113021,64984.000,8518,3,GZ,1,100,1.648
1766633927.153018,65024.000,8518,3,GZ,1,100,0.275
1766633927.193014,65064.000,8536,2,GZ,1,100,-13.397
1766633927.233011,65104.000,8536,2,GZ,1,100,-19.318
1766633927.273008,65144.000,8552,3,GZ,1,100,-26.520
1766633927.313004,65184.000,8552,3,GZ,1,100,-61.615
1766633927.353001,65224.000,8552,3,GZ,1,100,-53.375
1766633927.392998,65264.000,8567,2,GZ,1,100,-0.793
1766633927.432995,65304.000,8567,2,GZ,1,100,5.707
1766633927.472991,65344.000,8584,3,GZ,1,100,-3.021
1766633927.512988,65384.000,8584,3,GZ,1,100,0.519
1766633927.552985,65424.000,8584,3,GZ,1,100,-1.251
1766633927.592982,65464.000,8601,2,GZ,1,100,12.421
1766633927.632979,65504.000,8601,2,GZ,1,100,33.844
1766633927.672975,65544.000,8617,3,GZ,1,100,47.791
1766633927.712972,65584.000,8617,3,GZ,1,100,52.856
1766633927.752969,65624.000,8617,3,GZ,1,100,50.995
1766633927.792966,65664.000,8632,2,GZ,1,100,39.459
1766633927.832963,65704.000,8632,2,GZ,1,100,17.731
1766633927.868293,65739.333,8649,3,GZ,1,100,-1.953
1766633927.903623,65774.667,8649,3,GZ,1,100,-24.078
1766633927.938954,65810.000,8649,3,GZ,1,100,-26.123
1766633927.978617,65849.667,8666,3,GZ,1,100,-16.113
1766633928.018281,65889.333,8666,3,GZ,1,100,-7.019
1766633928.057944,65929.000,8666,3,GZ,1,100,15.259
1766633928.097941,65969.000,8682,2,GZ,1,100,50.018
1766633928.137938,66009.000,8682,2,GZ,1,100,82.916
1766633928.177935,66049.000,8698,3,GZ,1,100,130.341
1766633928.217931,66089.000,8698,3,GZ,1,100,128.174
1766633928.257928,66129.000,8698,3,GZ,1,100,81.543
1766633928.297925,66169.000,8714,2,GZ,1,100,-3.174
1766633928.337922,66209.000,8714,2,GZ,1,100,-28.168
1766633928.377918,66249.000,8731,3,GZ,1,100,11.505
1766633928.417915,66289.000,8731,3,GZ,1,100,68.451
1766633928.457912,66329.000,8731,3,GZ,1,100,78.949
1766633928.498409,66369.500,8748,2,GZ,1,100,87.219
1766633928.538905,66410.000,8748,2,GZ,1,100,92.468
1766633928.578902,66450.000,8763,3,GZ,1,100,91.736
1766633928.618899,66490.000,8763,3,GZ,1,100,92.773
1766633928.658896,66530.000,8763,3,GZ,1,100,50.720
1766633928.694559,66565.667,8779,3,GZ,1,100,-23.865
1766633928.730223,66601.333,8779,3,GZ,1,100,-43.121
1766633928.765887,66637.000,8779,3,GZ,1,100,-14.282
1766633928.805884,66677.000,8798,2,GZ,1,100,0.671
1766633928.845881,66717.000,8798,2,GZ,1,100,10.834
1766633928.885877,66757.000,8817,3,GZ,1,100,18.402
1766633928.925874,66797.000,8817,3,GZ,1,100,11.993
1766633928.965871,66837.000,8817,3,GZ,1,100,-28.625
1766633929.005868,66877.000,8833,2,GZ,1,100,-81.116
1766633929.045864,66917.000,8833,2,GZ,1,100,-125.580
1766633929.085861,66957.000,8848,3,GZ,1,100,-151.703
1766633929.125858,66997.000,8848,3,GZ,1,100,-128.052
1766633929.165855,67037.000,8848,3,GZ,1,100,-94.360
1766633929.205851,67077.000,8866,3,GZ,1,100,-95.276
1766633929.245848,67117.000,8866,3,GZ,1,100,-17.365
1766633929.285845,67157.000,8866,3,GZ,1,100,37.750
1766633929.325842,67197.000,8882,2,GZ,1,100,50.415
1766633929.365839,67237.000,8882,2,GZ,1,100,46.265
1766633929.405835,67277.000,8899,3,GZ,1,100,30.304
1766633929.445832,67317.000,8899,3,GZ,1,100,-11.475
1766633929.485829,67357.000,8899,3,GZ,1,100,-31.647
1766633929.518826,67390.000,8914,2,GZ,1,100,-13.000
1766633929.551823,67423.000,8914,2,GZ,1,100,-10.345
1766633929.591820,67463.000,8931,3,GZ,1,100,-20.386
1766633929.631817,67503.000,8931,3,GZ,1,100,-9.186
1766633929.671814,67543.000,8931,3,GZ,1,100,2.014
1766633929.711811,67583.000,8949,3,GZ,1,100,-4.456
1766633929.751807,67623.000,8949,3,GZ,1,100,-38.574
1766633929.791804,67663.000,8949,3,GZ,1,100,-96.710
1766633929.831801,67703.000,8967,2,GZ,1,100,-144.440
1766633929.871798,67743.000,8967,2,GZ,1,100,-118.683
1766633929.911794,67783.000,8981,3,GZ,1,100,-88.135
1766633929.951791,67823.000,8981,3,GZ,1,100,35.095
1766633929.991788,67863.000,8981,3,GZ,1,100,137.268
1766633930.031785,67903.000,8998,2,GZ,1,100,183.929
1766633930.071781,67943.000,8998,2,GZ,1,100,198.303
1766633930.111778,67983.000,9014,3,GZ,1,100,181.702
1766633930.151775,68023.000,9014,3,GZ,1,100,151.978
1766633930.191772,68063.000,9014,3,GZ,1,100,98.969
1766633930.231768,68103.000,9034,2,GZ,1,100,34.363
1766633930.271765,68143.000,9034,2,GZ,1,100,-11.383
1766633930.307096,68178.333,9048,3,GZ,1,100,-24.475
1766633930.342426,68213.667,9048,3,GZ,1,100,-22.766
1766633930.377757,68249.000,9048,3,GZ,1,100,-3.296
1766633930.418087,68289.333,9065,3,GZ,1,100,19.592
1766633930.458417,68329.667,9065,3,GZ,1,100,29.999
1766633930.498747,68370.000,9065,3,GZ,1,100,29.388
1766633930.538244,68409.500,9082,2,GZ,1,100,9.155
1766633930.577740,68449.000,9082,2,GZ,1,100,-29.144
1766633930.617737,68489.000,9099,3,GZ,1,100,-54.108
1766633930.657734,68529.000,9099,3,GZ,1,100,-82.458
1766633930.697731,68569.000,9099,3,GZ,1,100,-140.167
1766633930.737728,68609.000,9113,2,GZ,1,100,-143.494
1766633930.777724,68649.000,9113,2,GZ,1,100,-13.580
1766633930.817721,68689.000,9131,3,GZ,1,100,117.981
1766633930.857718,68729.000,9131,3,GZ,1,100,121.429
1766633930.897715,68769.000,9131,3,GZ,1,100,52.856
1766633930.937711,68809.000,9147,2,GZ,1,100,-17.487
1766633930.977708,68849.000,9147,2,GZ,1,100,-69.214
1766633931.017705,68889.000,9166,3,GZ,1,100,-99.823
1766633931.057702,68929.000,9166,3,GZ,1,100,-98.846
1766633931.097698,68969.000,9166,3,GZ,1,100,-45.868
1766633931.133696,69005.000,9181,3,GZ,1,100,88.715
1766633931.169693,69041.000,9181,3,GZ,1,100,192.230
1766633931.205690,69077.000,9181,3,GZ,1,100,197.632
1766633931.245687,69117.000,9198,2,GZ,1,100,150.848
1766633931.285683,69157.000,9198,2,GZ,1,100,55.786
1766633931.325347,69196.667,9214,3,GZ,1,100,-36.499
1766633931.365010,69236.333,9214,3,GZ,1,100,-65.765
1766633931.404674,69276.000,9214,3,GZ,1,100,-55.115
1766633931.444670,69316.000,9233,2,GZ,1,100,-36.835
1766633931.484667,69356.000,9233,2,GZ,1,100,-11.749
1766633931.524997,69396.333,9250,3,GZ,1,100,-1.740
1766633931.565327,69436.667,9250,3,GZ,1,100,-38.727
1766633931.605657,69477.000,9250,3,GZ,1,100,-73.730
1766633931.645654,69517.000,9265,2,GZ,1,100,-85.083
1766633931.685651,69557.000,9265,2,GZ,1,100,-79.407
1766633931.725648,69597.000,9281,3,GZ,1,100,-28.809
1766633931.765644,69637.000,9281,3,GZ,1,100,37.842
1766633931.805641,69677.000,9281,3,GZ,1,100,37.842
1766633931.845638,69717.000,9299,3,GZ,1,100,-9.613
1766633931.885635,69757.000,9299,3,GZ,1,100,-36.194
1766633931.925632,69797.000,9299,3,GZ,1,100,-42.328
1766633931.965128,69836.500,9315,2,GZ,1,100,-37.598
1766633932.004625,69876.000,9315,2,GZ,1,100,-16.571
1766633932.039956,69911.333,9332,3,GZ,1,100,13.947
1766633932.075286,69946.667,9332,3,GZ,1,100,41.534
1766633932.110616,69982.000,9332,3,GZ,1,100,44.525
1766633932.150613,70022.000,9353,4,GZ,1,100,20.905
1766633932.190610,70062.000,9353,4,GZ,1,100,1.740
1766633932.230607,70102.000,9353,4,GZ,1,100,-3.418
1766633932.270604,70142.000,9353,4,GZ,1,100,-3.204
1766633932.310600,70182.000,9367,3,GZ,1,100,2.136
1766633932.350597,70222.000,9367,3,GZ,1,100,6.897
1766633932.390594,70262.000,9367,3,GZ,1,100,5.768
1766633932.430591,70302.000,9384,2,GZ,1,100,3.693
1766633932.470587,70342.000,9384,2,GZ,1,100,0.946
1766633932.510584,70382.000,9401,3,GZ,1,100,-7.385
1766633932.550581,70422.000,9401,3,GZ,1,100,-12.146
1766633932.590578,70462.000,9401,3,GZ,1,100,-6.836
1766633932.630574,70502.000,9420,3,GZ,1,100,0.061
1766633932.670571,70542.000,9420,3,GZ,1,100,9.827
1766633932.710568,70582.000,9420,3,GZ,1,100,9.308
1766633932.750565,70622.000,9436,2,GZ,1,100,6.927
1766633932.790561,70662.000,9436,2,GZ,1,100,11.627
1766633932.826225,70697.667,9452,3,GZ,1,100,17.761
1766633932.861889,70733.333,9452,3,GZ,1,100,21.881
1766633932.897553,70769.000,9452,3,GZ,1,100,16.693
1766633932.937550,70809.000,9470,3,GZ,1,100,0.458
1766633932.977546,70849.000,9470,3,GZ,1,100,-19.409
1766633933.017543,70889.000,9470,3,GZ,1,100,-42.816
1766633933.057540,70929.000,9487,2,GZ,1,100,-56.183
1766633933.097537,70969.000,9487,2,GZ,1,100,-41.168
1766633933.137533,71009.000,9504,3,GZ,1,100,-13.184
1766633933.177530,71049.000,9504,3,GZ,1,100,-12.115
1766633933.217527,71089.000,9504,3,GZ,1,100,-14.038
1766633933.257524,71129.000,9519,2,GZ,1,100,-3.174
1766633933.297521,71169.000,9519,2,GZ,1,100,2.075
1766633933.337517,71209.000,9535,3,GZ,1,100,5.859
1766633933.377514,71249.000,9535,3,GZ,1,100,-0.885
1766633933.417511,71289.000,9535,3,GZ,1,100,-17.273
1766633933.458008,71329.500,9552,2,GZ,1,100,-22.491
1766633933.498504,71370.000,9552,2,GZ,1,100,17.487
1766633933.538501,71410.000,9569,3,GZ,1,100,24.414
1766633933.578498,71450.000,9569,3,GZ,1,100,18.738
1766633933.618495,71490.000,9569,3,GZ,1,100,31.006
1766633933.653825,71525.333,9584,3,GZ,1,100,79.559
1766633933.689156,71560.667,9584,3,GZ,1,100,70.221
1766633933.724486,71596.000,9584,3,GZ,1,100,12.695
1766633933.764483,71636.000,9602,2,GZ,1,100,-54.291
1766633933.804480,71676.000,9602,2,GZ,1,100,-61.188
1766633933.844476,71716.000,9620,3,GZ,1,100,-87.158
1766633933.884473,71756.000,9620,3,GZ,1,100,-62.500
1766633933.924470,71796.000,9620,3,GZ,1,100,-21.393
1766633933.964467,71836.000,9638,2,GZ,1,100,14.343
1766633934.004463,71876.000,9638,2,GZ,1,100,27.435
1766633934.044460,71916.000,9653,3,GZ,1,100,81.818
1766633934.084457,71956.000,9653,3,GZ,1,100,283.295
1766633934.124454,71996.000,9653,3,GZ,1,100,361.847
1766633934.164450,72036.000,9670,2,GZ,1,100,53.650
1766633934.204447,72076.000,9670,2,GZ,1,100,-181.824
1766633934.244444,72116.000,9689,3,GZ,1,100,-277.740
1766633934.284441,72156.000,9689,3,GZ,1,100,-268.829
1766633934.324438,72196.000,9689,3,GZ,1,100,-44.708
1766633934.364434,72236.000,9705,2,GZ,1,100,210.907
1766633934.404431,72276.000,9705,2,GZ,1,100,282.990
1766633934.444428,72316.000,9721,3,GZ,1,100,138.062
1766633934.484425,72356.000,9721,3,GZ,1,100,-193.817
1766633934.524421,72396.000,9721,3,GZ,1,100,-265.869
1766633934.559752,72431.333,9740,3,GZ,1,100,36.102
1766633934.595082,72466.667,9740,3,GZ,1,100,209.229
1766633934.630413,72502.000,9740,3,GZ,1,100,244.324
1766633934.670409,72542.000,9757,2,GZ,1,100,158.417
1766633934.710406,72582.000,9757,2,GZ,1,100,-107.330
1766633934.750403,72622.000,9774,3,GZ,1,100,-301.880
1766633934.790400,72662.000,9774,3,GZ,1,100,-82.275
1766633934.830397,72702.000,9774,3,GZ,1,100,79.865
1766633934.870393,72742.000,9793,2,GZ,1,100,118.134
1766633934.910390,72782.000,9793,2,GZ,1,100,236.328
1766633934.950387,72822.000,9808,3,GZ,1,100,263.519
1766633934.990384,72862.000,9808,3,GZ,1,100,13.672
1766633935.030380,72902.000,9808,3,GZ,1,100,-298.737
1766633935.070377,72942.000,9826,3,GZ,1,100,-281.036
1766633935.110374,72982.000,9826,3,GZ,1,100,-11.719
1766633935.150371,73022.000,9826,3,GZ,1,100,176.025
1766633935.190367,73062.000,9843,2,GZ,1,100,273.529
1766633935.230364,73102.000,9843,2,GZ,1,100,267.365
1766633935.270361,73142.000,9864,3,GZ,1,100,-63.965
1766633935.310358,73182.000,9864,3,GZ,1,100,-402.466
1766633935.350354,73222.000,9864,3,GZ,1,100,-336.395
1766633935.386018,73257.667,9878,3,GZ,1,100,-22.736
1766633935.421682,73293.333,9878,3,GZ,1,100,268.921
1766633935.457346,73329.000,9878,3,GZ,1,100,389.435
1766633935.497343,73369.000,9898,2,GZ,1,100,346.130
1766633935.537339,73409.000,9898,2,GZ,1,100,-20.355
1766633935.577336,73449.000,9917,3,GZ,1,100,-407.898
1766633935.617333,73489.000,9917,3,GZ,1,100,-326.080
1766633935.657330,73529.000,9917,3,GZ,1,100,-29.785
1766633935.697326,73569.000,9936,2,GZ,1,100,210.968
1766633935.737323,73609.000,9936,2,GZ,1,100,252.533
1766633935.777320,73649.000,9950,3,GZ,1,100,242.126
1766633935.817317,73689.000,9950,3,GZ,1,100,130.066
1766633935.857314,73729.000,9950,3,GZ,1,100,-179.169
1766633935.897310,73769.000,9970,2,GZ,1,100,-412.628
1766633935.937307,73809.000,9970,2,GZ,1,100,-204.102
1766633935.977304,73849.000,9986,3,GZ,1,100,103.851
1766633936.017301,73889.000,9986,3,GZ,1,100,278.320
1766633936.057297,73929.000,9986,3,GZ,1,100,309.967
1766633936.097294,73969.000,10005,2,GZ,1,100,244.232
1766633936.137291,74009.000,10005,2,GZ,1,100,-61.066
1766633936.172621,74044.333,10021,3,GZ,1,100,-353.912
1766633936.207952,74079.667,10021,3,GZ,1,100,-292.786
1766633936.243282,74115.000,10021,3,GZ,1,100,-37.689
1766633936.283279,74155.000,10038,3,GZ,1,100,235.443
1766633936.323276,74195.000,10038,3,GZ,1,100,307.861
1766633936.363273,74235.000,10038,3,GZ,1,100,218.567
1766633936.403269,74275.000,10056,2,GZ,1,100,73.700
1766633936.443266,74315.000,10056,2,GZ,1,100,-209.167
1766633936.483263,74355.000,10074,3,GZ,1,100,-285.675
1766633936.523260,74395.000,10074,3,GZ,1,100,-113.007
1766633936.563257,74435.000,10074,3,GZ,1,100,57.648
1766633936.603253,74475.000,10091,2,GZ,1,100,183.624
1766633936.643250,74515.000,10091,2,GZ,1,100,224.609
1766633936.683247,74555.000,10107,3,GZ,1,100,148.834
1766633936.723243,74595.000,10107,3,GZ,1,100,-197.632
1766633936.763240,74635.000,10107,3,GZ,1,100,-378.113
